rsi_14,rsi_7,macd,macd_hist,momentum_10,momentum_20,momentum_50,price_vs_sma20,price_vs_sma50,price_vs_sma200,sma20_vs_sma50,sma50_vs_sma200,volatility_10,volatility_20,volatility_60,local_dd_20,local_dd_60,local_dd_120,return_1d,return_3d,return_5d,return_7d,return_10d,vol_regime,volume_proxy,drawdown_velocity,consecutive_down_days,fear_index,trend_strength,momentum_accel,local_recovery_20
64.54920316253298,52.75739944112546,36.14480836308758,14.649093823783886,0.011421946393099569,0.0336386184731472,-0.0204719529095424,0.008384531111658705,0.007392312099071407,0.016153638153985447,-0.0009839688947761442,0.008697034858900544,0.04833203186833329,0.05316682249138347,0.06796724164526194,-0.0024844778663269283,-0.02047195290954242,-0.07638460758071187,-0.002484477866326884,0.0037315647977747,0.00023194012752014714,0.0008193140124308496,0.011421946393099569,0.03571428571428571,0.55,-0.004052424368979013,1,0.0,0.007392312099071407,-4.1233516877126064e-05,0.03303414265140172
33.31198904543578,45.258863243061015,-223.24949355423723,-4.45445379859882,-0.0522588798332122,-0.09153449435155492,-0.236498380137929,-0.04227699516031015,-0.07198757164826473,-0.2678607631471568,-0.031022097556200754,-0.21106742271414083,0.24465647845243435,0.23817963926924754,0.43261407275709196,-0.09057213561245397,-0.2978646024970593,-0.4528519898769832,0.0072832182192739126,-0.0372843967707559,-0.01946579899849976,-0.00789813796510308,-0.0522588798332122,0.6349206349206349,0.75,-0.026045582792292188,0,0.0,0.07198757164826473,0.020760811307138027,0.007283218219273966
75.74095744052688,71.08486473593598,32.70569817780324,5.699822598753585,0.010337803311934124,0.019612274537833763,0.023985331012169153,0.01102931080904476,0.019648250276195975,0.004285403553609894,0.00852491552421381,-0.015066810263661698,0.04981118407760817,0.048745189313166876,0.04982088227981568,-0.001013360639898735,-0.001013360639898735,-0.010186681837222449,0.0002955654562535326,0.0051085077785790745,-0.0010133606398987638,0.008971516385569922,0.010337803311934124,0.48412698412698413,0.25,-0.004458080821144517,0,0.0,0.019648250276195975,-0.003138751956291541,0.024261674515127972
90.50784820027022,99.9999999979534,128.80362461621917,34.93668339105912,0.08745029062745058,0.07336897651040997,0.15789701283300128,0.06001416375909172,0.09815464069342042,0.0459903089844976,0.035981101232716015,-0.04750180873978194,0.045244171930368615,0.09441147319082677,0.11212262775119701,0.0,0.0,-0.028130885114495494,0.0031634248469905035,0.021609302498849514,0.04468085571618308,0.06288570456633025,0.08745029062745058,0.5317460317460317,0.85,0.0031634248469905035,0,0.0,0.09815464069342042,0.0023310667796268003,0.08855191696249101
83.13632434046335,85.97648670105724,227.96285515268028,53.69948262746635,0.036056124637659615,0.061671168412734234,0.03706997065552531,0.03279889658425031,0.054471534794909945,0.18403268530896813,0.020984373901189287,0.12286832431115104,0.07393236077644968,0.08094608440411505,0.21140996279127244,0.0,-0.010446844779330968,-0.0279705637907641,0.0033161980425786552,0.013241415602571971,0.021824527036404584,0.01922162159524987,0.036056124637659615,0.15476190476190477,0.6,0.00010791502116491714,0,0.0,0.054471534794909945,-0.010529203365245765,0.05778059916683218
32.97299338964186,42.04574769929443,-145.75568425807614,-9.470537091508248,-0.026074071883021577,-0.06328412824853136,-0.07512934265665516,-0.027536666746349112,-0.0528756763870317,0.0716320406663079,-0.02605651933004381,0.13145868388046836,0.16991109643665464,0.16049532233326683,0.14099083599116502,-0.0705105415588575,-0.10131932017652343,-0.10131932017652343,-0.007360713592589607,-0.028957110850806433,-0.0051074461636082535,-0.010425148840131793,-0.026074071883021577,0.5515873015873016,1.0,-0.010978265577810564,3,0.0,0.0528756763870317,-0.020374934622242047,0.0
23.597341998308522,13.831970101315264,-27.494569337676694,-8.098349144790006,-0.015754421945470276,-0.018512689897090207,-0.012775439141806677,-0.012582475174668442,-0.016410587570050192,-0.016862858406418362,-0.003876893309199592,-0.0004598166985661633,0.04087081381666022,0.04386361797959333,0.046588613971731564,-0.019784166816323775,-0.029170855244592845,-0.03562956811386426,-0.005670407687907941,-0.004896081586629353,-0.005441920303103864,-0.013913589438340757,-0.015754421945470276,0.3412698412698413,0.55,-0.005670407687907941,2,0.3,0.016410587570050192,-0.004577505108203539,0.0
73.89089489505753,66.91204783694221,435.4230364958894,-28.620219564569936,0.030053775953070794,0.1052888427987555,0.35230451854261924,0.029709908809860835,0.1451827125855819,0.2644219987808387,0.11214110186546093,0.10412249930497076,0.08878824129730521,0.12187410884495599,0.18409476914192532,-0.01092268824706458,-0.01092268824706458,-0.01092268824706458,-0.004620604824553509,-0.01092268824706455,-0.0032105529629492535,0.013045533130132902,0.030053775953070794,0.1349206349206349,0.1,-0.007868327274650255,1,0.0,0.1451827125855819,-0.030474686288442188,0.09449156301734205
35.76155132735357,1.3115910782928069,-86.86066046367341,8.783280310670392,-0.011652889540394451,-0.027928127333060493,-0.09306210015793703,-0.012069130062361658,-0.05351696850232872,-0.10659353295145346,-0.04195418900371378,-0.0560776714244299,0.07952835551558189,0.10882078006211683,0.0920013030615149,-0.02486633903728006,-0.111917209344804,-0.1643747293392987,-0.00267867260862642,-0.015434290984763566,-0.02116486907568138,-0.02133908669141893,-0.011652889540394451,0.7380952380952381,0.6,-0.00779022386698236,6,0.3,0.05351696850232872,-0.005815746897676721,0.000796926432495919
83.80790863001859,99.99999999742958,115.34616642512538,16.941368097164187,0.04934920367554607,0.05927278246522438,0.10016542465698342,0.034992007571101956,0.06980616918511531,0.15308846836420323,0.03363713087573934,0.07784802665937614,0.06888868789854602,0.08377129786844915,0.2387923593075342,0.0,0.0,0.0,0.0022298703474992188,0.018615450261235233,0.03446095661013526,0.04473475704179419,0.04934920367554607,0.3373015873015873,0.75,0.0022298703474992188,0,0.0,0.06980616918511531,0.010447593677923583,0.04934920367554604
