date,reference_price,forecast_day_1,day_1_change_pct,forecast_day_2,day_2_change_pct,forecast_day_3,day_3_change_pct,forecast_day_4,day_4_change_pct,forecast_day_5,day_5_change_pct,forecast_day_6,day_6_change_pct,forecast_day_7,day_7_change_pct,forecast_day_8,day_8_change_pct,forecast_day_9,day_9_change_pct,forecast_day_10,day_10_change_pct,avg_predicted_price,max_predicted_price,min_predicted_price,price_volatility
2025-06-06,17394.45,8697.225,-50.0,12197.8580625,-29.875000000000007,13555.712315625,-22.068750000000005,13861.800277968749,-20.30906250000001,14167.888240312499,-18.54937500000001,13459.493828296874,-22.621906250000006,12786.51913688203,-26.490810937500008,12147.193180037928,-30.166270390625012,11539.833521036031,-33.657956871093766,10962.841844984228,-36.97505902753908,12337.636540764333,14167.888240312499,8697.225,1563.7012927695316
2025-06-09,17500.24,8750.12,-50.0,12272.0433,-29.875000000000014,13638.155784999999,-22.068750000000012,13946.105320749997,-20.309062500000024,14254.054856499997,-18.549375000000023,13541.352113674997,-22.621906250000027,12864.284507991246,-26.49081093750003,12221.070282591683,-30.166270390625034,11610.0167684621,-33.65795687109378,11029.515930038993,-36.975059027539096,12412.6718865009,14254.054856499997,8750.12,1573.2114503061068
2025-06-11,17657.6,8828.8,-50.0,12382.391999999998,-29.875000000000007,13760.788399999998,-22.068750000000005,14071.506979999996,-20.309062500000014,14382.225559999995,-18.54937500000002,13663.114281999995,-22.62190625000002,12979.958567899994,-26.49081093750003,12330.960639504994,-30.166270390625026,11714.412607529744,-33.65795687109377,11128.691977153258,-36.97505902753909,12524.285101408797,14382.225559999995,8828.8,1587.3575736632818
2025-06-12,17661.45,8830.725,-50.0,12385.091812499999,-29.875000000000007,13763.788753124998,-22.068750000000016,14074.575081093746,-20.309062500000024,14385.361409062496,-18.549375000000026,13666.093338609371,-22.621906250000027,12982.788671678902,-26.49081093750003,12333.649238094957,-30.166270390625026,11716.966776190207,-33.65795687109379,11131.118437380697,-36.97505902753909,12527.015851773536,14385.361409062496,8830.725,1587.7036754358103
2025-06-13,17427.08,8713.54,-50.0,12220.739850000002,-29.874999999999996,13581.1412825,-22.068750000000005,13887.803430875,-20.30906250000001,14194.46557925,-18.54937500000001,13484.742300287498,-22.621906250000016,12810.505185273123,-26.49081093750002,12169.979926009466,-30.166270390625023,11561.480929708992,-33.65795687109377,10983.406883223543,-36.97505902753909,12360.780536712762,14194.46557925,8713.54,1566.6346176624181
2025-06-16,17360.19,8680.095,-50.0,12173.833237499999,-29.875,13529.013069374998,-22.068750000000005,13834.498162781247,-20.309062500000014,14139.983256187495,-18.54937500000002,13432.98409337812,-22.621906250000023,12761.334888709212,-26.49081093750003,12123.268144273752,-30.166270390625026,11517.104737060065,-33.65795687109377,10941.249500207061,-36.97505902753909,12313.336408947194,14139.983256187495,8680.095,1560.6214364768464
2025-06-17,17281.95,8640.975,-50.0,12118.9674375,-29.875000000000007,13468.039659375,-22.068750000000005,13772.147973281248,-20.309062500000017,14076.256287187498,-18.549375000000015,13372.443472828123,-22.621906250000016,12703.821299186717,-26.490810937500015,12068.630234227381,-30.166270390625012,11465.198722516012,-33.657956871093766,10891.93878639021,-36.97505902753908,12257.841887249218,14076.256287187498,8640.975,1553.5879292865482
2025-06-18,17071.44,8535.72,-50.0,11971.347299999998,-29.875000000000007,13303.986584999999,-22.06875,13604.390580749998,-20.309062500000007,13904.794576499997,-18.549375000000012,13209.554847674995,-22.62190625000002,12549.077105291246,-26.49081093750002,11921.623250026683,-30.166270390625023,11325.54208752535,-33.657956871093766,10759.264983149082,-36.97505902753908,12108.530131591735,13904.794576499997,8535.72,1534.6638035371905
2025-06-19,16818.21,8409.105,-50.0,11793.7697625,-29.874999999999996,13106.641280625,-22.06875,13402.58921971875,-20.3090625,13698.537158812498,-18.54937500000001,13013.610300871873,-22.62190625000001,12362.929785828279,-26.490810937500008,11744.783296536865,-30.166270390625012,11157.544131710021,-33.657956871093766,10599.66692512452,-36.975059027539075,11928.91768617278,13698.537158812498,8409.105,1511.8992965612285
2025-06-20,17087.95,8543.975,-50.0,11982.9249375,-29.875,13316.853034374999,-22.06875000000001,13617.547554531247,-20.309062500000017,13918.242074687498,-18.54937500000002,13222.329970953122,-22.62190625000002,12561.213472405465,-26.490810937500026,11933.152798785191,-30.166270390625026,11336.495158845932,-33.65795687109377,10769.670400903635,-36.97505902753909,12120.240440298709,13918.242074687498,8543.975,1536.147995813671
2025-06-23,16765.4,8382.7,-50.0,11756.73675,-29.875000000000007,13065.4857875,-22.06875000000001,13360.504435625,-20.309062500000007,13655.523083749998,-18.549375000000015,12972.746929562498,-22.62190625000002,12324.109583084371,-26.490810937500026,11707.904103930152,-30.166270390625034,11122.508898733644,-33.65795687109378,10566.383453796961,-36.975059027539096,11891.460302598263,13655.523083749998,8382.7,1507.151859000906
2025-06-24,17191.2,8595.6,-50.0,12055.329,-29.875000000000007,13397.317049999998,-22.068750000000016,13699.828447499996,-20.309062500000024,14002.339844999997,-18.549375000000023,13302.222852749996,-22.62190625000003,12637.111710112495,-26.490810937500036,12005.256124606869,-30.166270390625037,11404.993318376524,-33.657956871093795,10834.743652457697,-36.97505902753911,12193.474200080356,14002.339844999997,8595.6,1545.429816076942
2025-06-25,17535.62,8767.81,-50.0,12296.853524999999,-29.875,13665.727861249998,-22.06875000000001,13974.299974437497,-20.30906250000001,14282.872087624997,-18.549375000000012,13568.728483243747,-22.621906250000013,12890.29205908156,-26.490810937500015,12245.77745612748,-30.166270390625023,11633.488583321105,-33.65795687109377,11051.814154155049,-36.97505902753909,12437.766418424142,14282.872087624997,8767.81,1576.3919907507998
2025-06-26,17740.46,8870.23,-50.0,12440.497574999998,-29.875000000000014,13825.362233749998,-22.068750000000005,14137.538890812499,-20.309062500000003,14449.715547874997,-18.54937500000001,13727.229770481246,-22.621906250000016,13040.868281957184,-26.490810937500015,12388.824867859325,-30.166270390625016,11769.383624466358,-33.657956871093766,11180.91444324304,-36.975059027539075,12583.056523544463,14449.715547874997,8870.23,1594.806402980615
2025-06-27,17872.74,8936.37,-50.0,12533.258924999998,-29.875000000000018,13928.449691249998,-22.06875000000002,14242.954062937497,-20.309062500000024,14557.458434624998,-18.54937500000002,13829.585512893747,-22.62190625000002,13138.10623724906,-26.49081093750002,12481.200925386605,-30.166270390625026,11857.140879117274,-33.65795687109378,11264.28383516141,-36.975059027539096,12676.880850362057,14557.458434624998,8936.37,1606.697920505317
2025-06-30,18026.72,9013.36,-50.0,12641.237400000002,-29.874999999999996,14048.448230000002,-22.068749999999994,14365.662168500001,-20.3090625,14682.876107,-18.549375000000005,13948.73230165,-22.621906250000006,13251.295686567499,-26.490810937500015,12588.730902239124,-30.166270390625012,11959.294357127166,-33.657956871093766,11361.329639270807,-36.97505902753909,12786.09667923546,14682.876107,9013.36,1620.540193475182
2025-07-01,17996.73,8998.365,-50.0,12620.206912499998,-29.875000000000007,14025.076648124998,-22.068750000000012,14341.762856343747,-20.309062500000017,14658.449064562497,-18.549375000000012,13925.526611334371,-22.621906250000016,13229.250280767652,-26.49081093750002,12567.787766729269,-30.166270390625026,11939.398378392805,-33.65795687109377,11342.428459473165,-36.97505902753908,12764.825197822847,14658.449064562497,8998.365,1617.8441955120284
2025-07-02,18141.79,9070.895,-50.0,12721.9302375,-29.875,14138.123719374998,-22.068750000000012,14457.362530281247,-20.309062500000017,14776.601341187497,-18.54937500000002,14037.771274128121,-22.621906250000027,13335.882710421714,-26.490810937500026,12669.088574900628,-30.166270390625026,12035.634146155597,-33.65795687109378,11433.852438847816,-36.97505902753909,12867.714197279762,14776.601341187497,9070.895,1630.8845911283972
2025-07-03,18100.92,9050.46,-50.0,12693.270149999997,-29.875000000000014,14106.273217499996,-22.068750000000012,14424.792844124997,-20.309062500000007,14743.312470749996,-18.54937500000002,14006.146847212494,-22.621906250000023,13305.839504851869,-26.490810937500026,12640.547529609275,-30.166270390625026,12008.520153128811,-33.65795687109377,11408.09414547237,-36.97505902753909,12838.725686264977,14743.312470749996,9050.46,1627.210518545735
2025-07-04,18148.34,9074.17,-50.0,12726.523425,-29.875,14143.228216249998,-22.068750000000012,14462.582286687499,-20.309062500000007,14781.936357124998,-18.549375000000012,14042.839539268747,-22.621906250000016,13340.69756230531,-26.49081093750002,12673.662684190043,-30.166270390625023,12039.97954998054,-33.65795687109377,11437.980572481512,-36.97505902753909,12872.360019328862,14781.936357124998,9074.17,1631.473413624518
2025-07-07,18042.2,9021.1,-50.0,12652.09275,-29.875,14060.511987499998,-22.068750000000012,14377.998325624998,-20.309062500000014,14695.484663749998,-18.549375000000015,13960.710430562498,-22.621906250000016,13262.674909034373,-26.490810937500015,12599.541163582653,-30.166270390625023,11969.56410540352,-33.657956871093766,11371.085900133345,-36.97505902753908,12797.076423559138,14695.484663749998,9021.1,1621.9317922904395
2025-07-08,18032.12,9016.06,-50.0,12645.02415,-29.875,14052.6565175,-22.068749999999998,14369.965479125,-20.309062499999996,14687.274440749998,-18.54937500000001,13952.910718712497,-22.62190625000001,13255.265182776871,-26.490810937500015,12592.501923638027,-30.166270390625023,11962.876827456124,-33.65795687109377,11364.732986083318,-36.97505902753909,12789.926822604184,14687.274440749998,9016.06,1621.0256349223648
2025-07-09,18161.49,9080.745,-50.0,12735.7448625,-29.875000000000007,14153.476175624997,-22.068750000000023,14473.061644968748,-20.309062500000017,14792.647114312496,-18.549375000000026,14053.014758596872,-22.621906250000027,13350.364020667028,-26.490810937500026,12682.845819633676,-30.166270390625026,12048.703528651991,-33.65795687109378,11446.268352219391,-36.97505902753909,12881.68712771752,14792.647114312496,9080.745,1632.6555534449726
2025-07-11,18541.26,9270.63,-50.0,13002.058575,-29.874999999999996,14449.435683749998,-22.068750000000005,14775.703918312498,-20.309062500000007,15101.972152874996,-18.549375000000015,14346.873545231245,-22.62190625000002,13629.529867969683,-26.49081093750002,12948.053374571198,-30.166270390625023,12300.650705842638,-33.65795687109377,11685.618170550506,-36.97505902753908,13151.052599410275,15101.972152874996,9270.63,1666.7955716665947
