date,close
6/28/2012,4955.9102
6/29/2012,4965.77
7/2/2012,4952.9302
7/4/2012,4946.5801
7/5/2012,4924.6099
7/6/2012,4928.6401
7/9/2012,4925.0601
7/10/2012,4905.6001
7/11/2012,4868.3901
7/12/2012,4868.3901
7/13/2012,4867.52
7/16/2012,4880.1001
7/17/2012,4853.0298
7/18/2012,4822.6401
7/19/2012,4891.1099
7/20/2012,4888.2202
7/23/2012,4881.77
7/24/2012,4874.3599
7/25/2012,4883.8799
7/26/2012,4876.1899
7/27/2012,4933.0898
7/30/2012,4935.5098
7/31/2012,4944.8599
8/2/2012,4960.0498
8/3/2012,4931.4702
8/6/2012,4928.5
8/7/2012,4898.2202
8/8/2012,4889.8701
8/9/2012,4851.8799
8/10/2012,4854.2202
8/13/2012,4846.4502
8/14/2012,4908.1899
8/15/2012,4939.6602
8/16/2012,4908.7202
8/17/2012,4927.1299
8/20/2012,4949.46
8/21/2012,4945.1299
8/22/2012,5027.3999
8/23/2012,5038.1499
8/24/2012,5012.8398
8/27/2012,5073.1001
8/28/2012,5102.6499
8/29/2012,5114.1499
8/30/2012,5180.1499
9/3/2012,5250.9902
9/4/2012,5327.2202
9/5/2012,5372.1299
9/6/2012,5388.9199
9/7/2012,5496.8501
9/10/2012,5592.0298
9/11/2012,5590.8999
9/12/2012,5668.2998
9/13/2012,5777.2202
9/14/2012,5926.8999
9/17/2012,5969.0898
9/18/2012,5910.8101
9/19/2012,5849.1401
9/20/2012,5901.9702
9/21/2012,5910.0698
9/24/2012,5915.8999
9/25/2012,5926.29
9/26/2012,5943.7598
9/27/2012,5949.4199
9/28/2012,5971.9902
10/1/2012,5964.29
10/2/2012,5928.5298
10/3/2012,5890.6899
10/4/2012,5861.3501
10/5/2012,5879.6899
10/8/2012,5847.1699
10/9/2012,5833.3198
10/10/2012,5772.52
10/11/2012,5720.8599
10/12/2012,5738.2402
10/15/2012,5653.7998
10/16/2012,5608.1299
10/17/2012,5586.3999
10/18/2012,5625.3198
10/19/2012,5649.5298
10/22/2012,5553.8901
10/23/2012,5556.77
10/24/2012,5543.25
10/25/2012,5576.7202
10/26/2012,5550.8799
10/30/2012,5520.6201
10/31/2012,5513.6401
11/1/2012,5494.54
11/2/2012,5532.3198
11/5/2012,5539.3101
11/6/2012,5556.5898
11/7/2012,5570.8701
11/8/2012,5580.8398
11/9/2012,5589.4302
11/12/2012,5599.8799
11/14/2012,5574.96
11/15/2012,5558.25
11/16/2012,5556.3198
11/19/2012,5503.9302
11/20/2012,5433.9502
11/21/2012,5360.6001
11/22/2012,5406.6499
11/23/2012,5407.1099
11/26/2012,5384.8901
11/28/2012,5334.6802
11/29/2012,5363.6001
11/30/2012,5351.25
12/3/2012,5337.71
12/4/2012,5331.4502
12/5/2012,5323.21
12/6/2012,5387.3301
12/7/2012,5387.3999
12/10/2012,5404.8599
12/11/2012,5417.7798
12/12/2012,5516.6401
12/13/2012,5547.3599
12/14/2012,5522.7202
12/17/2012,5503.5098
12/18/2012,5507.79
12/19/2012,5512.6602
12/20/2012,5527.3599
12/21/2012,5516.4902
12/24/2012,5524.8901
12/26/2012,5570.9102
12/28/2012,5607.1299
12/31/2012,5643
1/2/2013,5683.79
1/3/2013,5730.4502
1/4/2013,5747.71
1/7/2013,5746.0898
1/8/2013,5751.9302
1/9/2013,5745.1001
1/10/2013,5732.21
1/11/2013,5746.4902
1/15/2013,5750.2402
1/16/2013,5812.4702
1/17/2013,5875.2798
1/18/2013,5875.77
1/21/2013,5862.02
1/22/2013,5870.9302
1/23/2013,5883.6602
1/24/2013,5878.1899
1/28/2013,5855.0898
1/29/2013,5800.75
1/30/2013,5825.8999
1/31/2013,5816.8901
2/1/2013,5799.6899
2/5/2013,5781.2998
2/6/2013,5780.0898
2/7/2013,5810.4199
2/8/2013,5850.6699
2/11/2013,5851.3501
2/12/2013,5836.1099
2/13/2013,5827.02
2/14/2013,5825.29
2/15/2013,5830.2598
2/18/2013,5774.5898
2/19/2013,5737.48
2/20/2013,5730.54
2/21/2013,5726.1099
2/22/2013,5735.6099
2/26/2013,5669.48
2/27/2013,5674.4702
2/28/2013,5635.8999
3/1/2013,5652.6899
3/4/2013,5631.8901
3/5/2013,5626.77
3/6/2013,5663.3599
3/7/2013,5680.02
3/8/2013,5691.3901
3/11/2013,5677.3101
3/12/2013,5704.3198
3/13/2013,5685.8198
3/14/2013,5688.98
3/15/2013,5704.5298
3/18/2013,5708.0098
3/19/2013,5722.8599
3/20/2013,5734.8198
3/21/2013,5763.8301
3/22/2013,5768.8799
3/25/2013,5745.5498
3/27/2013,5744.9902
3/28/2013,5735.6802
4/1/2013,5705.2002
4/2/2013,5704.6201
4/3/2013,5728.4702
4/4/2013,5753.5601
4/5/2013,5765.9399
4/8/2013,5777.3799
4/9/2013,5767.6001
4/10/2013,5794.2998
4/11/2013,5813.3701
4/12/2013,5839.8799
4/16/2013,5852.6802
4/17/2013,5868.5298
4/18/2013,5891.8301
4/19/2013,5882.25
4/22/2013,5872.4302
4/23/2013,5883.52
4/24/2013,5933.73
4/26/2013,5962.1699
4/29/2013,5967.6201
4/30/2013,5953.1899
5/2/2013,5972.3701
5/3/2013,6013.1802
5/6/2013,6121.1699
5/7/2013,6201.6802
5/8/2013,6210.1001
5/9/2013,6238.71
5/10/2013,6250
5/13/2013,6239.0298
5/14/2013,6206.5898
5/15/2013,6221.1201
5/16/2013,6287
5/17/2013,6380.7002
5/20/2013,6466.6699
5/21/2013,6441.6401
5/22/2013,6461.6201
5/23/2013,6488.8501
5/27/2013,6446.54
5/28/2013,6434.7002
5/29/2013,6455.8101
5/30/2013,6455.1201
5/31/2013,6463.0601
6/3/2013,6451.6802
6/4/2013,6449.6602
6/5/2013,6422.8398
6/6/2013,6372.3799
6/7/2013,6307.4302
6/10/2013,6341.2798
6/11/2013,6303.79
6/12/2013,6284.7598
6/13/2013,6207.8701
6/14/2013,6219.3901
6/17/2013,6219.1099
6/18/2013,6193
6/19/2013,6209.23
6/20/2013,6211.4399
6/21/2013,6155.27
6/24/2013,6149.3799
6/25/2013,6086.2202
6/26/2013,6072.6802
6/27/2013,6111.3599
6/28/2013,6121.0098
7/1/2013,6132.75
7/2/2013,6140.79
7/3/2013,6117.9702
7/4/2013,6073.1699
7/5/2013,6048.1802
7/8/2013,5995.6401
7/9/2013,5980.1602
7/10/2013,6016.0498
7/11/2013,6062.3799
7/12/2013,6028.7402
7/15/2013,6015.2002
7/16/2013,6007.6499
7/17/2013,5982.3501
7/18/2013,5985.4502
7/19/2013,6041.0601
7/23/2013,6084.2402
7/24/2013,6079.1401
7/25/2013,6038.1602
7/26/2013,6051.77
7/29/2013,6056.9199
7/30/2013,6055.48
7/31/2013,6037.2202
8/1/2013,6156.6001
8/2/2013,6155.8198
8/5/2013,6114.1802
8/6/2013,6121.4502
8/7/2013,6151.79
8/8/2013,6151.9199
8/12/2013,6130.2402
8/13/2013,6142.8701
8/14/2013,6208.6699
8/15/2013,6220.1001
8/16/2013,6233.21
8/19/2013,6224.3398
8/21/2013,6116.6699
8/22/2013,6085.8799
8/23/2013,5951.8301
8/26/2013,5895.6499
8/27/2013,5923.3398
8/28/2013,5753.2002
8/29/2013,5825.0601
8/30/2013,5834.04
9/2/2013,5782.7202
9/3/2013,5752.3599
9/4/2013,5744.8901
9/5/2013,5686.9902
9/6/2013,5672.6401
9/9/2013,5605.2598
9/10/2013,5667.3301
9/11/2013,5730.21
9/12/2013,5744.5
9/13/2013,5749.46
9/16/2013,5730.1201
9/17/2013,5705.2598
9/18/2013,5700.7402
9/20/2013,5814.1001
9/23/2013,5782.8501
9/24/2013,5794.4702
9/25/2013,5783.6201
9/26/2013,5786.1602
9/27/2013,5808.6201
9/30/2013,5803.3198
10/1/2013,5780.8301
10/2/2013,5805.6201
10/3/2013,5814.7998
10/4/2013,5837.9502
10/7/2013,5867.1001
10/8/2013,5897.0498
10/9/2013,5909.9502
10/10/2013,5957.3701
10/11/2013,5947.4199
10/14/2013,5952.6201
10/15/2013,5961.98
10/17/2013,5976.5098
10/21/2013,5946.6499
10/22/2013,5925.2202
10/23/2013,5900.8999
10/24/2013,5936.3999
10/25/2013,5948.75
10/28/2013,5928.9702
10/29/2013,5906.5298
10/30/2013,5934.4102
10/31/2013,5954.6201
11/1/2013,5954.3599
11/4/2013,5927.4102
11/5/2013,5912.9102
11/6/2013,5906.1802
11/7/2013,5870.4702
11/8/2013,5855.3398
11/11/2013,5862.8198
11/12/2013,5812.8398
11/13/2013,5816.04
11/14/2013,5829.0498
11/15/2013,5810.9702
11/18/2013,5824.48
11/19/2013,5809.1499
11/20/2013,5793.5298
11/21/2013,5801.8501
11/22/2013,5792.7202
11/25/2013,5775.6699
11/26/2013,5748.0098
11/27/2013,5744.6699
11/28/2013,5752.2002
11/29/2013,5775.0898
12/2/2013,5774.1001
12/3/2013,5773.1201
12/4/2013,5782.9199
12/5/2013,5780.5801
12/6/2013,5810.2402
12/9/2013,5821.2998
12/10/2013,5778.52
12/11/2013,5787.8101
12/12/2013,5793.1899
12/13/2013,5795.6602
12/17/2013,5811.8799
12/18/2013,5811.7598
12/19/2013,5867
12/20/2013,5857.3599
12/23/2013,5846.4199
12/24/2013,5845.9302
12/26/2013,5848.4902
12/27/2013,5876.6602
12/30/2013,5899.2002
12/31/2013,5912.7798
1/2/2014,5968.04
1/3/2014,5973.7998
1/6/2014,5944.9902
1/7/2014,5977.0698
1/8/2014,6054.4702
1/9/2014,6069.3398
1/10/2014,6083.1401
1/13/2014,6116.3901
1/16/2014,6166.98
1/17/2014,6131.0498
1/20/2014,6156.6802
1/21/2014,6153.54
1/22/2014,6212.6699
1/23/2014,6226.1401
1/24/2014,6255.6299
1/27/2014,6245.8101
1/28/2014,6218.8301
1/29/2014,6252.1401
1/30/2014,6227.2598
1/31/2014,6248.0801
2/3/2014,6219.3398
2/5/2014,6175.6299
2/6/2014,6168.5
2/7/2014,6141.7202
2/10/2014,6110.27
2/11/2014,6113.1499
2/12/2014,6084.48
2/13/2014,6083.3901
2/17/2014,6056.1099
2/18/2014,6021.6602
2/19/2014,5986.2402
2/20/2014,5956.1602
2/21/2014,5937.2798
2/24/2014,5883.0498
2/25/2014,5835.9199
2/26/2014,5872.8101
2/28/2014,5940.3101
3/3/2014,5914.0098
3/4/2014,5936.6201
3/5/2014,5936.4302
3/6/2014,5961.9302
3/7/2014,5966.0601
3/10/2014,5957.6099
3/11/2014,5944.5698
3/12/2014,5933.52
3/13/2014,5913.9399
3/14/2014,5896.23
3/17/2014,5914.1099
3/18/2014,5907.6401
3/19/2014,5912.0498
3/20/2014,5914.5601
3/21/2014,5937.8701
3/24/2014,5922.23
3/25/2014,5952.7798
3/26/2014,5950.9702
3/27/2014,5992.6201
3/28/2014,5972.1699
3/31/2014,5968.3101
4/1/2014,6001.8301
4/2/2014,6004.7798
4/3/2014,6018.4702
4/4/2014,6054.5498
4/7/2014,6048.3799
4/8/2014,6072.1602
4/9/2014,6083.5498
4/10/2014,6075.0498
4/11/2014,6092.3398
4/16/2014,6118.8501
4/17/2014,6180.7598
4/21/2014,6187.0298
4/22/2014,6191.8301
4/23/2014,6172.77
4/24/2014,6178.1299
4/25/2014,6167.8101
4/28/2014,6171.9399
4/29/2014,6186.25
4/30/2014,6223.6699
5/2/2014,6248.4399
5/5/2014,6249.4302
5/6/2014,6226.1299
5/7/2014,6252.6001
5/8/2014,6275.73
5/9/2014,6284.8701
5/12/2014,6303.1602
5/13/2014,6284.96
5/16/2014,6315.1899
5/19/2014,6319.2402
5/20/2014,6321.6099
5/21/2014,6289.3198
5/22/2014,6290.1699
5/23/2014,6280.3101
5/26/2014,6293.02
5/27/2014,6267.4399
5/28/2014,6272.7598
5/29/2014,6303.77
5/30/2014,6263.46
6/2/2014,6292.4102
6/3/2014,6286.02
6/4/2014,6286.0601
6/5/2014,6280.1602
6/6/2014,6279.1401
6/9/2014,6287.0298
6/10/2014,6293.6401
6/11/2014,6293.3599
6/13/2014,6337.2202
6/16/2014,6344.1001
6/17/2014,6344.4102
6/18/2014,6317.6099
6/19/2014,6313.2002
6/20/2014,6302.4502
6/23/2014,6299.3501
6/24/2014,6310.8701
6/25/2014,6321.5498
6/26/2014,6328.1602
6/27/2014,6363.4902
6/30/2014,6378.6201
7/1/2014,6376.0098
7/2/2014,6432.52
7/3/2014,6467.2798
7/4/2014,6477.5098
7/7/2014,6499
7/8/2014,6565.8101
7/9/2014,6613.8398
7/10/2014,6668.8599
7/11/2014,6661.3999
7/14/2014,6699.0298
7/15/2014,6727.79
7/16/2014,6742.5601
7/17/2014,6721.8701
7/18/2014,6722.2002
7/21/2014,6756.52
7/22/2014,6796.3701
7/23/2014,6783.98
7/24/2014,6781.3999
7/25/2014,6783.6401
7/28/2014,6784.27
7/30/2014,6801.8398
7/31/2014,6813.8999
8/1/2014,6810.1299
8/4/2014,6822.1499
8/5/2014,6815.4199
8/6/2014,6833.2598
8/7/2014,6908.1802
8/8/2014,6918.23
8/11/2014,6942.9199
8/12/2014,6947.8999
8/13/2014,6954.1401
8/14/2014,6973.0898
8/15/2014,6943.8501
8/18/2014,6974.71
8/19/2014,6981.46
8/20/2014,6999.9702
8/21/2014,7004.75
8/22/2014,7008.02
8/25/2014,6984.0298
8/26/2014,7013.3198
8/27/2014,6984.9102
8/28/2014,6991.7598
8/29/2014,7034.0898
9/1/2014,7030.8901
9/2/2014,7024.8198
9/3/2014,7047.1001
9/4/2014,7060.6001
9/5/2014,7087.4102
9/9/2014,7123.4399
9/10/2014,7163.25
9/11/2014,7199.25
9/12/2014,7218.6802
9/15/2014,7174.9702
9/16/2014,7176.1001
9/17/2014,7179.2002
9/18/2014,7206.8999
9/19/2014,7234.9199
9/22/2014,7256.4102
9/23/2014,7260.6401
9/24/2014,7254.4302
9/25/2014,7232.98
9/26/2014,7233.71
9/29/2014,7238.1602
9/30/2014,7252.1401
10/1/2014,7293.0801
10/2/2014,7351.0498
10/3/2014,7406.6001
10/7/2014,7396.0098
10/9/2014,7386.0801
10/10/2014,7321
10/13/2014,7184.2202
10/14/2014,7205.4702
10/15/2014,7288.8301
10/16/2014,7257.0698
10/17/2014,7234.4702
10/20/2014,7213.4502
10/21/2014,7161.1602
10/23/2014,7189.5098
10/24/2014,7213.48
10/27/2014,7221.0801
10/28/2014,7227.1201
10/29/2014,7265.8999
10/30/2014,7294.4102
10/31/2014,7326.8101
11/3/2014,7353.1499
11/4/2014,7320.8901
11/5/2014,7358.46
11/7/2014,7416.1499
11/10/2014,7403.3799
11/11/2014,7412.7202
11/12/2014,7469.4102
11/13/2014,7479.6899
11/14/2014,7501.0898
11/17/2014,7501.0898
11/18/2014,7524
11/19/2014,7548.23
11/20/2014,7530.3291
11/21/2014,7401.6182
11/24/2014,7235.252
11/25/2014,7239.3618
11/26/2014,7179.7241
11/27/2014,7115.8892
11/28/2014,7153.8999
12/1/2014,7275.6802
12/2/2014,7230.583
12/3/2014,7274.4282
12/4/2014,7254.8018
12/5/2014,7238.9209
12/8/2014,7241.4731
12/9/2014,7217.9409
12/10/2014,7254.2852
12/11/2014,7243.3428
12/12/2014,7236.3652
12/15/2014,7230.2642
12/16/2014,7223.562
12/17/2014,7199.7339
12/18/2014,7230.5171
12/19/2014,7252.6021
12/22/2014,7251.5669
12/23/2014,7238.0518
12/24/2014,7263.2471
12/26/2014,7309.0259
12/29/2014,7287.5889
12/30/2014,7291.3291
12/31/2014,7298.9541
1/2/2015,7348.394
1/6/2015,7420.1348
1/7/2015,7438.52
1/8/2015,7497.5952
1/9/2015,7605.792
1/12/2015,7566.6958
1/13/2015,7566.7002
1/16/2015,7513.8628
1/19/2015,7366.6812
1/20/2015,7368.499
1/21/2015,7324.4038
1/22/2015,7329.5928
1/23/2015,7276.6299
1/26/2015,7316.0801
1/27/2015,7367.6499
1/28/2015,7395.29
1/29/2015,7376.5098
1/30/2015,7180.0498
2/2/2015,7000.0601
2/5/2015,7047.3101
2/6/2015,7162.75
2/9/2015,7198.4399
2/10/2015,7304.7002
2/11/2015,7359.4102
2/12/2015,7331.3901
2/13/2015,7335.5098
2/16/2015,7300.75
2/18/2015,7266.8398
2/19/2015,7306.1699
2/20/2015,7314.9102
2/23/2015,7326.3101
2/24/2015,7311.29
2/25/2015,7304.6099
2/26/2015,7317.4399
2/27/2015,7301.29
3/2/2015,7244.3999
3/3/2015,7234.9199
3/4/2015,7202.2002
3/6/2015,7183.5
3/9/2015,7136.3301
3/10/2015,7130.0498
3/11/2015,7110.1899
3/12/2015,7109.0698
3/13/2015,7091.25
3/16/2015,7050.9102
3/17/2015,7057
3/18/2015,7043.8999
3/19/2015,7046.7002
3/20/2015,7054.5801
3/23/2015,7042.2998
3/24/2015,6997.9302
3/25/2015,6973.0298
3/26/2015,6922.8301
3/27/2015,6873.52
3/30/2015,6782.4302
3/31/2015,6820.3398
4/1/2015,6916.0801
4/2/2015,6948.1401
4/6/2015,6917.5098
4/7/2015,6927.25
4/8/2015,6913.73
4/9/2015,6899.29
4/10/2015,6901.0601
4/15/2015,6981.0298
4/16/2015,7077.27
4/17/2015,7086.4102
4/20/2015,7080.3799
4/21/2015,7098.6001
4/22/2015,7117.1299
4/23/2015,7114.3901
4/24/2015,7129.7798
4/27/2015,7125.1201
4/28/2015,7134.4302
4/29/2015,7173.3701
4/30/2015,7179
5/5/2015,7202.1099
5/6/2015,7192.29
5/7/2015,7212.8999
5/8/2015,7212.4702
5/11/2015,7213.6299
5/12/2015,7258.6099
5/13/2015,7245.0498
5/14/2015,7236.8701
5/15/2015,7258.6699
5/18/2015,7255.02
5/19/2015,7266.2002
5/20/2015,7289.77
5/21/2015,7273.6899
5/22/2015,7288.7402
5/25/2015,7284.7598
5/26/2015,7261.7798
5/27/2015,7253.5
5/28/2015,7255.71
5/29/2015,7220.29
6/1/2015,7195.1899
6/3/2015,7149.46
6/4/2015,7120.9102
6/5/2015,7122.73
6/8/2015,7078.6602
6/9/2015,7067.1099
6/10/2015,7063.4502
6/11/2015,7051.52
6/12/2015,7061.2798
6/15/2015,7078.9702
6/16/2015,7044.6001
6/17/2015,7049.71
6/18/2015,7064.1499
6/19/2015,7035.1499
6/22/2015,7039.6499
6/23/2015,7053.96
6/24/2015,7053.8301
6/25/2015,7031.3301
6/26/2015,7016.2002
6/29/2015,7032.1499
6/30/2015,7020.7998
7/2/2015,6982.7998
7/3/2015,7007.0498
7/6/2015,6989.4102
7/7/2015,6967.7798
7/8/2015,6923.79
7/9/2015,6947.0498
7/10/2015,6984.1201
7/13/2015,7002.7798
7/14/2015,7027
7/15/2015,7066.1899
7/16/2015,7124.1401
7/17/2015,7161.96
7/20/2015,7147.8599
7/21/2015,7145.5898
7/22/2015,7199.6299
7/23/2015,7212.6201
7/24/2015,7269.0498
7/27/2015,7247.23
7/28/2015,7261.0698
7/29/2015,7313.9702
7/30/2015,7332.0498
8/3/2015,7336.5898
8/4/2015,7310.0498
8/5/2015,7366.3101
8/6/2015,7377.2402
8/7/2015,7370.6001
8/10/2015,7377.9399
8/11/2015,7458.9199
8/12/2015,7471.8999
8/13/2015,7442.75
8/14/2015,7462.3398
8/18/2015,7498.7002
8/19/2015,7498.7798
8/20/2015,7449.8198
8/21/2015,7471.1699
8/24/2015,7331.0898
8/25/2015,7231.5801
8/26/2015,7240.1001
8/27/2015,7273.1401
8/28/2015,7350.52
8/31/2015,7306.9399
9/1/2015,7298.75
9/2/2015,7240.3901
9/3/2015,7245.5
9/4/2015,7215.1099
9/7/2015,7149.7002
9/8/2015,7124.46
9/9/2015,7183.25
9/10/2015,7159.9399
9/11/2015,7153.4902
9/14/2015,7162.4399
9/15/2015,7152.4302
9/16/2015,7137.3999
9/17/2015,7113.5098
9/18/2015,7107.8701
9/21/2015,7104.3701
9/22/2015,7118.3799
9/23/2015,7114.8301
9/25/2015,7110.7998
9/28/2015,7078.6401
9/29/2015,7085.3799
9/30/2015,7050.8701
10/1/2015,7080.48
10/2/2015,7105.54
10/5/2015,7089.0601
10/6/2015,7085.9302
10/7/2015,7085.4502
10/8/2015,7085.6499
10/9/2015,7096.0601
10/12/2015,7100
10/13/2015,7078.4502
10/14/2015,7040.3198
10/15/2015,7030.4502
10/16/2015,7020.7402
10/19/2015,7017.3501
10/20/2015,7041.2598
10/21/2015,7055.6699
10/22/2015,7068.8501
10/23/2015,7081.4902
10/26/2015,7083.48
10/28/2015,7094.0898
10/29/2015,7070.1299
10/30/2015,7042.0601
11/2/2015,7029.0698
11/3/2015,7000.4102
11/4/2015,7003.5698
11/5/2015,7017.3901
11/6/2015,7059.48
11/9/2015,7050.21
11/11/2015,7019.23
11/12/2015,7006.3501
11/13/2015,7001.8101
11/16/2015,6965.98
11/17/2015,6977.9502
11/18/2015,6981.9702
11/19/2015,7020.1802
11/20/2015,7017.4399
11/23/2015,7055.8398
11/24/2015,7009.9902
11/26/2015,6963.3701
11/27/2015,6961.4102
11/30/2015,6909.1499
12/1/2015,6895.1899
12/2/2015,6862.79
12/3/2015,6880.6602
12/4/2015,6869.5601
12/7/2015,6858.6299
12/8/2015,6849.0898
12/9/2015,6841.5498
12/10/2015,6823.9102
12/11/2015,6832.3501
12/14/2015,6803.0801
12/15/2015,6820.77
12/16/2015,6833.5098
12/17/2015,6859.9902
12/18/2015,6884.6899
12/21/2015,6881.75
12/22/2015,6854.5698
12/23/2015,6858.6401
12/28/2015,6828.5098
12/29/2015,6847.7402
12/30/2015,6870.6299
12/31/2015,6894.5
1/4/2016,6867.6201
1/5/2016,6845.2998
1/6/2016,6817.6499
1/7/2016,6775.27
1/8/2016,6726.2798
1/11/2016,6650.3198
1/12/2016,6534.3501
1/13/2016,6554.3701
1/14/2016,6446.2002
1/18/2016,6324.6099
1/19/2016,6283.2402
1/20/2016,6261.1802
1/21/2016,6349.71
1/22/2016,6382.2402
1/25/2016,6354.8301
1/26/2016,6322.8701
1/27/2016,6316.46
1/28/2016,6319.8901
1/29/2016,6340.0498
2/1/2016,6363.1802
2/2/2016,6425.96
2/3/2016,6402.7998
2/5/2016,6404.6401
2/8/2016,6401.6602
2/9/2016,6372.71
2/10/2016,6364.3999
2/11/2016,6314.8198
2/12/2016,6283
2/15/2016,6266.1699
2/16/2016,6254.1602
2/17/2016,6220.8198
2/18/2016,6208.8901
2/19/2016,6250.7798
2/23/2016,6228.9902
2/24/2016,6217.6401
2/25/2016,6202.6401
2/26/2016,6203.98
2/29/2016,6191.8101
3/1/2016,6113.3999
3/2/2016,6078.4102
3/3/2016,6060.9102
3/4/2016,6057.2202
3/8/2016,5942.9399
3/9/2016,5862.3501
3/10/2016,5948.23
3/11/2016,6019.9502
3/14/2016,5979.4302
3/15/2016,5970.3999
3/16/2016,6021.3701
3/17/2016,6068.1699
3/18/2016,6057.79
3/21/2016,6088.5698
3/23/2016,6073.5
3/24/2016,6092.4502
3/28/2016,6062.0498
3/29/2016,6037.6001
3/30/2016,6040.9902
3/31/2016,6071.8799
4/1/2016,6083.0098
4/4/2016,6079.1499
4/5/2016,6159.02
4/6/2016,6165.1099
4/7/2016,6230.1899
4/8/2016,6275.6201
4/11/2016,6275.6201
4/12/2016,6353.2002
4/15/2016,6401.3198
4/18/2016,6382.3101
4/19/2016,6387.8501
4/20/2016,6423.1299
4/22/2016,6422.6499
4/25/2016,6379.5298
4/26/2016,6405.29
4/27/2016,6434.2402
4/28/2016,6442.5298
4/29/2016,6516.2598
5/3/2016,6583.1001
5/4/2016,6568.8501
5/5/2016,6578.3398
5/6/2016,6592.4502
5/9/2016,6594.7998
5/10/2016,6637.7402
5/11/2016,6661.4502
5/12/2016,6656.1201
5/13/2016,6679.8398
5/16/2016,6708.3999
5/17/2016,6670.79
5/18/2016,6680.1499
5/19/2016,6648.1299
5/20/2016,6633.27
5/24/2016,6570.5801
5/25/2016,6583.4902
5/26/2016,6568.7598
5/27/2016,6571.21
5/30/2016,6552.8501
5/31/2016,6550.5098
6/1/2016,6542.75
6/2/2016,6523.8398
6/3/2016,6519.23
6/6/2016,6518.98
6/7/2016,6524
6/8/2016,6526.1201
6/9/2016,6528.0298
6/10/2016,6530.5
6/13/2016,6538.25
6/14/2016,6518.0801
6/15/2016,6500.6401
6/16/2016,6435.77
6/17/2016,6465.9902
6/20/2016,6461.1201
6/21/2016,6446.8799
6/22/2016,6420.7998
6/23/2016,6398.0601
6/24/2016,6370.1099
6/27/2016,6318.21
6/28/2016,6307.3999
6/29/2016,6290.8901
6/30/2016,6283.27
7/1/2016,6287.0898
7/4/2016,6254.77
7/5/2016,6280.3901
7/7/2016,6310.6899
7/8/2016,6366.3101
7/11/2016,6372.2402
7/12/2016,6401.3101
7/13/2016,6402.7798
7/14/2016,6401.8999
7/15/2016,6422.6899
7/18/2016,6415.8101
7/20/2016,6414.4902
7/21/2016,6417.46
7/22/2016,6428.77
7/25/2016,6397.0898
7/26/2016,6387.8501
7/27/2016,6382.4199
7/28/2016,6392.1499
7/29/2016,6393.8701
8/1/2016,6410.4199
8/2/2016,6503.2998
8/3/2016,6511.5801
8/4/2016,6478.25
8/5/2016,6517.1299
8/8/2016,6506.9302
8/9/2016,6510.1099
8/10/2016,6543.75
8/11/2016,6514.77
8/12/2016,6522.1401
8/15/2016,6582.6001
8/16/2016,6577.9502
8/18/2016,6593.25
8/19/2016,6602.2402
8/22/2016,6594.5898
8/23/2016,6603.7598
8/24/2016,6588.2998
8/25/2016,6589.71
8/26/2016,6550.9102
8/29/2016,6540.1899
8/30/2016,6541.7998
8/31/2016,6528.21
9/1/2016,6540.29
9/2/2016,6539.0898
9/5/2016,6523.4702
9/6/2016,6524.46
9/7/2016,6507.98
9/8/2016,6501.8901
9/9/2016,6494.8599
9/13/2016,6508.0898
9/14/2016,6492.7402
9/15/2016,6472.4702
9/19/2016,6450.4399
