date,close,rsi_14,macd_hist,momentum_10,momentum_20,volatility_20,price_vs_sma20,price_vs_sma50,local_dd_60,below_sma50,negative_momentum_20,rsi_below_50,macd_bearish,return_5d,return_10d,macd,will_have_drawdown
2025-10-15,22292.28,88.30981050435278,15.716939138309726,0.023586456429706137,0.08113293471139027,0.053154723568875656,0.025197621812372558,0.06204146083082588,-0.003588769640680569,0,0,0,0,0.008792202367726487,0.023586456429706137,433.2150420460639,False
2020-02-12,5878.4399,39.73595758868906,-0.021799609774308948,-0.0010824818289377758,-0.0170934028644516,0.07307646369131506,-0.009268340973152782,-0.025236603603369764,-0.05418787398052836,1,1,1,1,-0.010708373031902085,-0.0010824818289377758,-29.503565073713617,False
2020-12-01,6317.46,78.62254915734475,10.369242484039376,0.034135240242227693,0.08115147853855786,0.10004137370255843,0.03477131681412618,0.06682325823036352,0.0,0,0,0,0,0.03774846040191271,0.034135240242227693,100.82352196506872,False
2014-05-27,6267.4399,53.8080193412829,-9.572748574019606,-0.002773358832030559,0.014455830719907636,0.04994605977131686,0.0007784989679546008,0.024877430932374434,-0.008569019736570595,0,0,0,1,-0.008569019736570649,-0.002773358832030559,46.81883343067966,False
2019-10-03,5677.5,16.160769715734588,-12.724198429668519,-0.022980395936011422,-0.03139789202155063,0.05180292898938907,-0.018243293624474858,-0.028649659305779226,-0.052992425507325046,1,1,1,1,-0.016501604657100044,-0.022980395936011422,-33.326318017027006,False
2013-08-06,6121.4502,64.9423015944386,17.803391989835614,0.006115800622072731,0.020983597731291548,0.10117032667757525,0.011224764670581786,-0.007150979006095665,-0.056620186063475166,1,0,0,0,0.010894297396738306,0.006115800622072731,-1.0549716887662726,False
2016-10-18,6442.8701,36.56107567390598,-12.033907008504862,-0.022535405246058016,0.0020109363697162763,0.049046622605440404,-0.011105124268544991,-0.012733751106412108,-0.024363348285320694,1,0,1,1,-0.014592477366906276,-0.022535405246058016,-8.447938946696922,False
2014-08-11,6942.9199,89.2684891640829,0.5640136165585972,0.02347998974768717,0.04226138712975325,0.05136480893943495,0.021275507422313798,0.06079689050053507,0.0,0,0,0,0,0.017702630661926566,0.02347998974768717,100.98616291202143,False
2019-06-21,5363.5,62.86032289748177,11.804731035855056,0.012328723738010972,0.010874929732554328,0.050862231519605436,0.0054917217037926645,-0.0048546298953629635,-0.051283944391849,1,0,0,0,-0.0037558043971155364,0.012328723738010972,3.2493036036348713,False
2013-07-19,6041.0601,38.23370059557817,1.5933012398599757,-0.0011772301360994941,-0.018554815629533872,0.08512548976941384,-0.0028636971232816116,-0.02944184498052847,-0.06900914539542222,1,1,1,0,0.0020435280989550275,-0.0011772301360994941,-54.45446220842405,False
2020-07-20,5038.8501,40.668857310210946,-11.105658978069549,-0.00729915891367372,-0.0015158822946597095,0.1500224352469241,-0.003690322982320918,0.03103351753306373,-0.11097996053226422,0,1,1,1,0.03260207602841425,-0.00729915891367372,-7.11657822525558,False
2018-03-02,6557.02,53.60609374065998,-4.030884053641628,0.0005813944616455125,0.015970033360344305,0.04437086019828941,0.0015295579442324964,0.01344475857955465,-0.006320913266643601,0,0,0,1,-0.0022095277514858624,0.0005813944616455125,25.846683814321295,False
2017-08-09,6506.0298,3.311614537709687,-18.783256324470855,-0.02346172736491159,-0.03587947861087082,0.039582348023158805,-0.022407465492285793,-0.026347369656868316,-0.03844293735508069,1,1,1,1,-0.01494088309706254,-0.02346172736491159,-43.221508259684924,False
2013-01-02,5683.79,85.91038383992674,25.855799494256175,0.02916493940793896,0.062142490072413015,0.08940725311311915,0.03554402628329056,0.032849308708890246,-0.035123203480801175,0,0,0,0,0.030327217838617804,0.02916493940793896,40.46280416404261,False
2023-03-24,9419.35,48.73072760959602,-40.43702081760847,-0.019528550134485734,0.017649111548305507,0.14946509422643225,-0.007700438854220698,0.03414608332410738,-0.029281247552424408,0,0,1,1,-0.025962677939530998,-0.019528550134485734,122.09666983969873,False
2021-02-01,8567.0703,82.57499882591236,75.93143180902916,0.10763371739175454,0.2695699256394084,0.25675145951128264,0.1037377182333818,0.23099687482069278,-0.027796099364301708,0,0,0,0,0.012245697509604136,0.10763371739175454,536.6821778800968,True
2021-12-10,11393.48,67.44131142720423,-34.059248731051866,0.017485764908445223,0.06616933533089342,0.23201691358891974,0.031087475439398046,0.09863888278562996,-0.004112571707779368,0,0,0,1,0.03687187850372031,0.017485764908445223,248.28930369168847,False
2015-12-14,6803.0801,8.615531015234993,-8.221770159820082,-0.015352076816281035,-0.02838266064942263,0.05862623575247924,-0.016754496883157433,-0.028187284354054352,-0.046840558842723694,1,1,1,1,-0.00809925609194917,-0.015352076816281035,-56.747640589361254,False
2018-04-05,6474.7002,43.87489597055172,-0.5177351564515895,0.004457048219056459,-0.004483445284545584,0.04957109998245949,-0.0010925005641386329,-0.004651193330559912,-0.018796010747522532,1,1,1,1,0.00535697632505272,0.004457048219056459,-17.787114265081982,False
2018-06-29,6194.6299,11.167710985733848,-10.066460385003595,-0.022602195412380732,-0.03525164383006951,0.044852173934016894,-0.017724287311475084,-0.03493697669411272,-0.054519148779514325,1,1,1,1,-0.005527350747506765,-0.022602195412380732,-67.47376217500005,False
2024-10-24,12473.5,88.6460273877029,-0.2692852861021038,0.026443880301016742,0.06979504636050127,0.08151174950741281,0.02787114195012724,0.0860475845129706,0.0,0,0,0,1,0.014891200343680744,0.026443880301016742,274.6330329951852,False
2023-07-11,10315.81,88.7806047912131,100.74711929021208,0.10828900704457611,0.17661799359897068,0.2506622962324515,0.0827233281319726,0.13568872202454793,0.0,0,0,0,0,0.023735094237761878,0.10828900704457611,359.6336685126262,False
2020-10-21,5684.6699,38.714820790495914,-17.054333364456383,0.023670896392691265,-0.016653001357097685,0.36981523349040524,-0.02544860374179226,0.01999831409338657,-0.06041152662506222,0,1,1,1,-0.03488208299107287,0.023670896392691265,78.51318340537273,False
